transaction_id,amount,currency,payment_method,bank,merchant_category,hour,day_of_week,device_type,network_type,customer_age_days,previous_transactions,previous_failed_transactions,previous_attempts,transaction_velocity,is_new_device,bank_latency_ms,gateway_latency_ms,bank_success_rate,gateway_success_rate,payment_status,failure_reason
txn_00025991,1242.94,INR,UPI,AXIS,TRAVEL,20,4,MOBILE,4G,205,17,3,2,2,0,149,105,0.9152,0.9269,0,
txn_00025992,1203.06,INR,CREDIT_CARD,HDFC,FOOD,12,6,MOBILE,5G,208,11,1,0,4,1,235,184,0.9344,0.967,0,
txn_00025993,209.71,INR,UPI,HDFC,ECOMMERCE,13,0,MOBILE,5G,431,35,4,0,3,0,114,224,0.9472,0.8884,0,
txn_00025994,11681.32,INR,DEBIT_CARD,AXIS,TRAVEL,20,2,MOBILE,WIFI,26,0,0,0,2,0,122,274,0.8938,0.7325,0,
txn_00025995,1148.09,INR,UPI,HDFC,ECOMMERCE,8,3,MOBILE,4G,294,25,4,0,3,0,119,83,0.9635,0.9563,0,
txn_00025996,3699.0,INR,UPI,SBI,ECOMMERCE,12,3,MOBILE,4G,127,9,3,1,4,1,379,367,0.884,0.9451,1,INSUFFICIENT_FUNDS
txn_00025997,618.7,INR,CREDIT_CARD,HDFC,ECOMMERCE,22,0,MOBILE,5G,164,17,1,0,2,1,105,177,0.9405,0.9451,0,
txn_00025998,839.61,INR,UPI,HDFC,UTILITIES,18,4,MOBILE,5G,77,2,0,0,3,1,312,458,0.9429,0.8971,0,
txn_00025999,732.03,INR,CREDIT_CARD,AXIS,HEALTHCARE,19,5,MOBILE,4G,516,33,7,0,2,1,179,162,0.9002,0.9236,0,
txn_00026000,4793.12,INR,NET_BANKING,HDFC,TRAVEL,19,2,MOBILE,4G,228,10,1,0,4,0,289,232,0.9452,0.9347,0,
txn_00026001,1160.19,INR,CREDIT_CARD,SBI,FOOD,7,6,MOBILE,WIFI,243,19,1,0,2,0,452,173,0.8767,0.9571,0,
txn_00026002,198.23,INR,CREDIT_CARD,SBI,ENTERTAINMENT,10,4,DESKTOP,4G,773,54,4,0,1,0,434,209,0.8857,0.9569,0,
txn_00026003,189.51,INR,CREDIT_CARD,HDFC,ECOMMERCE,14,4,MOBILE,5G,190,11,1,1,2,1,202,71,0.932,0.9337,0,
txn_00026004,351.28,INR,CREDIT_CARD,HDFC,ECOMMERCE,12,1,DESKTOP,5G,425,18,2,0,3,0,245,118,0.9361,0.9383,0,
txn_00026005,956.43,INR,CREDIT_CARD,AXIS,FOOD,13,6,MOBILE,4G,123,5,1,0,3,1,139,77,0.9223,0.9472,0,
txn_00026006,852.12,INR,DEBIT_CARD,AXIS,ECOMMERCE,19,3,MOBILE,4G,160,9,1,0,3,0,402,160,0.923,0.9589,0,
txn_00026007,453.11,INR,UPI,SBI,ECOMMERCE,2,0,MOBILE,5G,340,25,8,0,2,0,505,306,0.8642,0.8805,0,
txn_00026008,604.84,INR,UPI,AXIS,ENTERTAINMENT,18,0,MOBILE,5G,134,12,4,0,5,0,279,161,0.9202,0.9586,1,INSUFFICIENT_FUNDS
txn_00026009,1116.59,INR,UPI,SBI,ECOMMERCE,0,2,MOBILE,4G,213,11,3,0,2,0,195,82,0.8901,0.9675,0,
txn_00026010,521.26,INR,CREDIT_CARD,HDFC,FOOD,7,0,MOBILE,5G,443,41,9,0,5,1,212,160,0.9312,0.9305,0,
txn_00026011,9482.37,INR,UPI,SBI,ECOMMERCE,13,1,MOBILE,5G,304,23,6,2,4,0,306,144,0.8664,0.9551,0,
txn_00026012,1407.85,INR,CREDIT_CARD,HDFC,ECOMMERCE,20,4,MOBILE,5G,430,40,11,0,2,0,327,170,0.9399,0.9663,0,
txn_00026013,468.78,INR,CREDIT_CARD,AXIS,ECOMMERCE,9,2,DESKTOP,5G,92,8,1,1,4,0,31,289,0.908,0.951,0,
txn_00026014,5296.31,INR,UPI,ICICI,UTILITIES,16,3,MOBILE,5G,673,41,10,0,1,1,230,129,0.9159,0.8773,0,
txn_00026015,285.26,INR,UPI,HDFC,ENTERTAINMENT,18,6,MOBILE,5G,410,32,2,0,2,0,129,105,0.9245,0.9661,0,
txn_00026016,793.77,INR,DEBIT_CARD,HDFC,ENTERTAINMENT,10,4,MOBILE,WIFI,375,26,3,1,3,0,135,144,0.9281,0.9533,0,
txn_00026017,441.47,INR,UPI,AXIS,UTILITIES,15,2,MOBILE,4G,403,25,5,1,2,0,119,85,0.9069,0.9304,0,
txn_00026018,279.2,INR,UPI,SBI,ENTERTAINMENT,21,2,MOBILE,4G,232,17,1,1,2,1,419,204,0.8804,0.9574,0,
txn_00026019,471.4,INR,UPI,AXIS,ENTERTAINMENT,15,6,DESKTOP,3G,397,19,2,0,2,1,296,371,0.9158,0.9339,1,GATEWAY_TIMEOUT
txn_00026020,4015.58,INR,DEBIT_CARD,HDFC,TRAVEL,9,3,MOBILE,4G,1169,80,11,0,5,0,120,90,0.9188,0.9564,0,
txn_00026021,2640.22,INR,CREDIT_CARD,AXIS,ENTERTAINMENT,17,3,MOBILE,4G,203,16,1,0,2,1,244,179,0.9071,0.9657,0,
txn_00026022,241.77,INR,NET_BANKING,SBI,FOOD,16,2,MOBILE,4G,254,13,2,1,1,1,552,554,0.8814,0.888,0,
txn_00026023,9611.84,INR,UPI,HDFC,HEALTHCARE,5,2,MOBILE,4G,372,24,2,0,4,0,76,126,0.96,0.9523,0,
txn_00026024,89.51,INR,UPI,ICICI,FOOD,8,5,MOBILE,4G,436,26,6,0,1,0,127,186,0.9352,0.935,0,
txn_00026025,1066.91,INR,DEBIT_CARD,ICICI,HEALTHCARE,9,5,MOBILE,4G,576,35,2,0,6,0,117,120,0.9411,0.9316,0,
txn_00026026,2991.28,INR,NET_BANKING,HDFC,ECOMMERCE,9,1,MOBILE,5G,421,34,3,0,4,0,128,73,0.9413,0.977,0,
txn_00026027,7423.4,INR,DEBIT_CARD,SBI,TRAVEL,11,6,DESKTOP,4G,451,28,0,1,3,0,116,159,0.8866,0.9438,0,
txn_00026028,249.61,INR,UPI,AXIS,UTILITIES,14,2,TABLET,WIFI,171,17,4,0,5,0,164,211,0.9139,0.9579,0,
txn_00026029,1460.75,INR,UPI,HDFC,TRAVEL,12,5,DESKTOP,4G,313,28,4,0,4,0,135,167,0.9267,0.9617,0,
txn_00026030,864.04,INR,UPI,HDFC,ENTERTAINMENT,21,4,MOBILE,4G,125,9,1,2,4,1,224,168,0.9183,0.9431,0,
txn_00026031,10762.93,INR,UPI,ICICI,TRAVEL,17,0,MOBILE,5G,310,14,1,0,1,1,160,214,0.928,0.9249,1,INSUFFICIENT_FUNDS
txn_00026032,2054.41,INR,UPI,ICICI,ECOMMERCE,20,6,MOBILE,4G,1035,61,23,0,2,0,364,168,0.9371,0.8835,0,
txn_00026033,491.95,INR,NET_BANKING,SBI,FOOD,15,4,DESKTOP,5G,485,38,4,0,3,0,257,116,0.8732,0.9553,0,
txn_00026034,858.55,INR,NET_BANKING,HDFC,TRAVEL,8,4,MOBILE,5G,464,32,2,0,1,0,224,124,0.9323,0.9363,0,
txn_00026035,2724.03,INR,NET_BANKING,HDFC,ECOMMERCE,14,4,MOBILE,4G,120,13,2,0,2,1,186,153,0.9292,0.9508,0,
txn_00026036,4497.53,INR,UPI,HDFC,EDUCATION,20,4,MOBILE,4G,612,42,4,1,2,0,328,212,0.9417,0.9286,0,
txn_00026037,140.6,INR,UPI,SBI,ENTERTAINMENT,10,0,MOBILE,5G,558,37,1,0,2,0,287,126,0.8757,0.9341,0,
txn_00026038,249.92,INR,UPI,HDFC,FOOD,8,5,MOBILE,WIFI,545,47,7,0,2,0,316,115,0.9456,0.9604,0,
txn_00026039,339.44,INR,CREDIT_CARD,ICICI,ENTERTAINMENT,12,2,MOBILE,5G,279,20,3,3,1,0,170,240,0.936,0.9589,0,
txn_00026040,458.79,INR,CREDIT_CARD,ICICI,ENTERTAINMENT,12,3,MOBILE,4G,173,8,1,0,1,1,214,98,0.9318,0.9635,0,
txn_00026041,8099.69,INR,NET_BANKING,HDFC,EDUCATION,11,0,MOBILE,WIFI,638,54,12,0,4,0,133,267,0.9233,0.9405,0,
txn_00026042,240.58,INR,UPI,AXIS,FOOD,9,1,MOBILE,5G,240,23,2,1,2,0,268,97,0.9139,0.9662,0,
txn_00026043,1700.59,INR,DEBIT_CARD,ICICI,ECOMMERCE,10,5,MOBILE,5G,1206,78,2,0,2,0,473,296,0.9365,0.9188,0,
txn_00026044,337.24,INR,UPI,AXIS,ECOMMERCE,18,2,MOBILE,4G,1327,89,17,0,5,0,170,137,0.9266,0.9217,0,
txn_00026045,435.82,INR,UPI,HDFC,ENTERTAINMENT,12,5,MOBILE,4G,68,2,0,0,2,0,142,100,0.9453,0.9466,0,
txn_00026046,998.07,INR,DEBIT_CARD,HDFC,ECOMMERCE,17,2,DESKTOP,3G,240,13,1,0,3,1,214,165,0.9298,0.9617,0,
txn_00026047,985.93,INR,UPI,ICICI,ENTERTAINMENT,15,6,MOBILE,4G,556,50,12,3,2,0,174,166,0.9312,0.9324,0,
txn_00026048,574.36,INR,DEBIT_CARD,ICICI,ECOMMERCE,16,3,MOBILE,3G,352,30,2,2,6,0,400,291,0.9342,0.9435,1,USER_AUTHENTICATION_ERROR
txn_00026049,4830.75,INR,CREDIT_CARD,SBI,ECOMMERCE,10,2,MOBILE,4G,157,10,1,0,2,0,357,84,0.8846,0.9378,0,
txn_00026050,9366.78,INR,UPI,AXIS,TRAVEL,15,5,MOBILE,5G,244,22,2,0,2,0,81,90,0.9042,0.9434,0,
txn_00026051,1012.84,INR,UPI,SBI,ECOMMERCE,5,4,MOBILE,WIFI,216,12,1,0,1,1,179,133,0.8842,0.934,0,
txn_00026052,12485.79,INR,UPI,HDFC,EDUCATION,13,4,MOBILE,2G,649,43,8,0,1,1,410,471,0.9461,0.9573,1,INSUFFICIENT_FUNDS
txn_00026053,63995.67,INR,UPI,HDFC,TRAVEL,16,5,MOBILE,WIFI,681,37,6,0,1,1,281,137,0.9318,0.9502,0,
txn_00026054,299.22,INR,UPI,SBI,FOOD,9,6,MOBILE,4G,344,26,4,1,1,0,204,443,0.8901,0.9287,0,
txn_00026055,390.43,INR,DEBIT_CARD,SBI,FOOD,10,2,TABLET,5G,437,33,4,0,4,1,216,132,0.889,0.9665,0,
txn_00026056,193.98,INR,NET_BANKING,SBI,FOOD,10,4,MOBILE,5G,1158,63,1,3,2,0,76,269,0.8642,0.9269,1,USER_AUTHENTICATION_ERROR
txn_00026057,3169.8,INR,UPI,HDFC,TRAVEL,7,2,DESKTOP,5G,963,62,4,0,3,0,128,196,0.958,0.9014,0,
txn_00026058,281.78,INR,UPI,SBI,ECOMMERCE,12,2,MOBILE,4G,147,12,5,1,4,0,324,303,0.86,0.8854,0,
txn_00026059,133.41,INR,NET_BANKING,HDFC,FOOD,22,0,TABLET,4G,194,10,1,0,4,0,261,90,0.9515,0.9615,0,
txn_00026060,753.98,INR,UPI,SBI,ECOMMERCE,12,3,MOBILE,5G,290,17,2,0,3,0,326,143,0.8999,0.8776,0,
txn_00026061,337.34,INR,UPI,ICICI,UTILITIES,14,1,MOBILE,4G,443,32,2,0,2,0,74,252,0.9332,0.8817,1,INSUFFICIENT_FUNDS
txn_00026062,2212.38,INR,DEBIT_CARD,HDFC,TRAVEL,17,4,MOBILE,5G,462,27,5,0,1,0,67,117,0.9113,0.9484,0,
txn_00026063,1389.39,INR,DEBIT_CARD,ICICI,ECOMMERCE,17,0,MOBILE,3G,199,15,1,0,2,0,253,450,0.942,0.8881,0,
txn_00026064,187.96,INR,CREDIT_CARD,HDFC,FOOD,22,0,MOBILE,WIFI,530,40,1,1,2,0,474,81,0.9522,0.9556,0,
txn_00026065,12433.64,INR,UPI,HDFC,ECOMMERCE,20,4,MOBILE,5G,413,33,2,0,5,0,126,70,0.9294,0.9627,0,
txn_00026066,426.96,INR,DEBIT_CARD,ICICI,UTILITIES,19,3,MOBILE,5G,494,34,9,1,4,0,209,130,0.9315,0.9587,0,
txn_00026067,295.83,INR,UPI,HDFC,UTILITIES,22,3,MOBILE,4G,231,14,2,0,1,1,141,143,0.9389,0.9676,0,
txn_00026068,1271.94,INR,UPI,HDFC,FOOD,10,4,MOBILE,5G,363,36,6,0,3,1,212,419,0.9291,0.9764,0,
txn_00026069,330.0,INR,CREDIT_CARD,SBI,FOOD,17,1,MOBILE,5G,165,14,2,0,3,0,448,107,0.878,0.9673,0,
txn_00026070,2615.21,INR,DEBIT_CARD,HDFC,ECOMMERCE,20,1,DESKTOP,5G,198,16,1,0,1,1,129,176,0.9395,0.9735,1,NETWORK_DROP
txn_00026071,954.57,INR,UPI,SBI,ECOMMERCE,17,0,MOBILE,4G,259,13,1,0,2,0,438,155,0.8755,0.9514,0,
txn_00026072,327.25,INR,UPI,AXIS,ENTERTAINMENT,22,6,DESKTOP,4G,430,36,2,0,3,1,555,278,0.906,0.9703,0,
txn_00026073,2133.21,INR,UPI,ICICI,ECOMMERCE,8,5,MOBILE,4G,423,32,6,0,1,0,201,256,0.9511,0.9382,0,
txn_00026074,1877.95,INR,CREDIT_CARD,AXIS,ENTERTAINMENT,13,2,DESKTOP,4G,239,16,3,0,4,1,162,124,0.8983,0.9359,0,
txn_00026075,323.88,INR,NET_BANKING,HDFC,ENTERTAINMENT,22,2,MOBILE,5G,216,11,2,2,2,0,63,312,0.9429,0.9286,0,
txn_00026076,216.69,INR,CREDIT_CARD,HDFC,ENTERTAINMENT,12,3,DESKTOP,3G,439,30,3,2,5,0,316,312,0.9309,0.9721,1,GATEWAY_TIMEOUT
txn_00026077,348.43,INR,UPI,SBI,FOOD,19,0,DESKTOP,4G,234,11,1,0,1,0,407,217,0.8866,0.9509,0,
txn_00026078,966.96,INR,NET_BANKING,HDFC,HEALTHCARE,6,6,MOBILE,5G,289,24,4,0,2,0,594,82,0.9532,0.9374,0,
txn_00026079,331.61,INR,UPI,SBI,FOOD,18,4,TABLET,4G,299,19,2,0,2,0,392,255,0.9006,0.9407,0,
txn_00026080,30020.79,INR,DEBIT_CARD,SBI,EDUCATION,21,6,MOBILE,WIFI,654,46,4,0,2,0,791,192,0.8909,0.9719,0,
txn_00026081,103.93,INR,UPI,AXIS,FOOD,12,6,MOBILE,5G,72,9,1,0,2,1,196,185,0.92,0.9289,0,
txn_00026082,833.67,INR,UPI,SBI,UTILITIES,4,4,MOBILE,4G,149,7,1,0,4,0,260,172,0.8783,0.9366,0,
txn_00026083,5759.51,INR,CREDIT_CARD,HDFC,TRAVEL,5,3,MOBILE,5G,553,19,1,0,1,0,187,112,0.937,0.9496,0,
txn_00026084,296.83,INR,UPI,SBI,UTILITIES,21,2,MOBILE,4G,393,22,2,1,4,0,794,76,0.8753,0.9599,1,INSUFFICIENT_FUNDS
txn_00026085,346.18,INR,UPI,HDFC,ECOMMERCE,18,5,MOBILE,5G,347,24,5,0,2,0,84,72,0.9319,0.9607,0,
txn_00026086,1737.89,INR,UPI,ICICI,HEALTHCARE,8,6,MOBILE,4G,545,53,26,2,2,0,111,394,0.9448,0.9329,1,INSUFFICIENT_FUNDS
txn_00026087,2923.73,INR,UPI,ICICI,UTILITIES,7,1,TABLET,4G,346,19,5,0,4,0,131,196,0.9427,0.8737,0,
txn_00026088,444.31,INR,CREDIT_CARD,SBI,FOOD,19,5,MOBILE,5G,27,2,0,0,1,1,174,102,0.8806,0.9548,0,
txn_00026089,2821.53,INR,UPI,HDFC,EDUCATION,19,1,MOBILE,5G,399,27,5,0,3,0,139,68,0.9374,0.9574,0,
txn_00026090,303.56,INR,CREDIT_CARD,SBI,UTILITIES,8,1,MOBILE,4G,315,21,5,1,2,0,295,110,0.879,0.954,0,
txn_00026091,295.25,INR,DEBIT_CARD,AXIS,FOOD,11,2,MOBILE,5G,86,4,1,0,1,1,142,117,0.9158,0.9379,0,
txn_00026092,1085.65,INR,DEBIT_CARD,HDFC,ECOMMERCE,19,5,MOBILE,2G,330,26,3,0,1,0,437,416,0.9475,0.9636,0,
txn_00026093,584.89,INR,CREDIT_CARD,HDFC,ECOMMERCE,15,0,MOBILE,4G,48,3,0,0,2,0,112,97,0.9359,0.9351,0,
txn_00026094,793.29,INR,CREDIT_CARD,ICICI,ECOMMERCE,22,2,MOBILE,4G,147,7,3,0,3,0,225,136,0.9358,0.9548,0,
txn_00026095,491.41,INR,UPI,HDFC,UTILITIES,14,3,MOBILE,WIFI,206,10,0,1,4,1,231,101,0.9293,0.9388,0,
txn_00026096,17363.06,INR,UPI,SBI,TRAVEL,18,5,DESKTOP,5G,347,27,8,4,3,0,270,333,0.8758,0.9458,0,
txn_00026097,435.28,INR,UPI,SBI,FOOD,15,2,MOBILE,5G,14,0,0,0,4,0,495,55,0.8812,0.9572,1,USER_AUTHENTICATION_ERROR
txn_00026098,2456.89,INR,UPI,HDFC,ECOMMERCE,21,3,MOBILE,WIFI,251,10,1,1,2,0,355,115,0.9421,0.9622,0,
txn_00026099,849.25,INR,UPI,HDFC,ECOMMERCE,13,4,MOBILE,WIFI,294,18,2,0,4,0,97,69,0.9376,0.9563,0,
txn_00026100,2517.05,INR,DEBIT_CARD,ICICI,ECOMMERCE,10,1,MOBILE,5G,428,30,6,4,2,1,225,57,0.9391,0.9194,0,
txn_00026101,2689.71,INR,UPI,HDFC,TRAVEL,11,6,MOBILE,4G,126,7,2,0,3,0,301,62,0.9282,0.9572,0,
txn_00026102,435.62,INR,CREDIT_CARD,HDFC,FOOD,20,2,MOBILE,5G,127,8,0,0,1,0,81,135,0.9546,0.9335,0,
txn_00026103,262.17,INR,UPI,ICICI,ENTERTAINMENT,14,5,DESKTOP,5G,515,41,4,2,1,0,284,178,0.9383,0.9294,0,
txn_00026104,1252.67,INR,UPI,HDFC,ECOMMERCE,12,4,TABLET,WIFI,457,34,2,0,2,0,416,107,0.9221,0.941,0,
txn_00026105,20542.74,INR,NET_BANKING,SBI,ECOMMERCE,15,4,MOBILE,5G,225,8,1,0,2,1,309,76,0.8772,0.9707,0,
txn_00026106,3546.62,INR,UPI,SBI,ECOMMERCE,9,3,DESKTOP,WIFI,93,5,1,1,3,0,413,83,0.8802,0.9611,0,
txn_00026107,187.79,INR,CREDIT_CARD,HDFC,FOOD,0,6,MOBILE,4G,395,19,2,0,4,0,217,89,0.9542,0.932,0,
txn_00026108,270.76,INR,CREDIT_CARD,AXIS,ENTERTAINMENT,11,5,MOBILE,5G,95,4,0,0,3,0,75,136,0.9028,0.9573,1,GATEWAY_TIMEOUT
txn_00026109,1651.59,INR,CREDIT_CARD,HDFC,ECOMMERCE,17,4,MOBILE,4G,997,80,19,0,3,0,148,239,0.9564,0.9398,0,
txn_00026110,449.17,INR,DEBIT_CARD,ICICI,FOOD,18,2,DESKTOP,WIFI,125,8,1,1,2,1,90,213,0.9169,0.9472,0,
txn_00026111,1225.23,INR,DEBIT_CARD,HDFC,ECOMMERCE,20,4,MOBILE,4G,300,19,7,0,1,0,122,88,0.9399,0.9282,0,
txn_00026112,1778.76,INR,UPI,ICICI,ECOMMERCE,21,0,MOBILE,5G,240,22,8,2,2,0,66,186,0.9237,0.9377,0,
txn_00026113,1061.49,INR,UPI,HDFC,ECOMMERCE,13,4,MOBILE,2G,100,5,0,0,2,1,418,546,0.9404,0.9574,0,
txn_00026114,183.58,INR,UPI,SBI,UTILITIES,19,5,MOBILE,5G,208,14,4,0,3,1,170,189,0.8639,0.9617,0,
txn_00026115,202.93,INR,UPI,HDFC,UTILITIES,7,6,MOBILE,5G,452,24,4,0,2,0,45,122,0.9366,0.9532,0,
txn_00026116,3645.84,INR,UPI,AXIS,ECOMMERCE,7,5,DESKTOP,5G,1153,76,6,0,1,0,180,459,0.9236,0.8898,0,
txn_00026117,653.68,INR,CREDIT_CARD,HDFC,ECOMMERCE,9,1,MOBILE,WIFI,713,45,6,0,2,1,77,112,0.9367,0.9611,0,
txn_00026118,3301.88,INR,UPI,ICICI,ECOMMERCE,13,0,MOBILE,5G,146,10,3,0,2,1,248,109,0.9402,0.8783,0,
txn_00026119,595.32,INR,UPI,AXIS,HEALTHCARE,10,2,DESKTOP,WIFI,89,4,1,3,3,1,281,52,0.921,0.9602,0,
txn_00026120,261.78,INR,NET_BANKING,ICICI,FOOD,11,3,MOBILE,5G,263,18,3,0,1,1,231,397,0.9267,0.8931,1,GATEWAY_TIMEOUT
txn_00026121,1110.1,INR,UPI,ICICI,ECOMMERCE,17,0,MOBILE,5G,127,4,0,0,3,0,125,66,0.9298,0.9613,1,BANK_DOWNTIME
txn_00026122,76008.31,INR,CREDIT_CARD,ICICI,EDUCATION,12,6,MOBILE,5G,177,9,2,3,4,0,312,192,0.9362,0.9715,0,
txn_00026123,706.87,INR,CREDIT_CARD,AXIS,UTILITIES,16,4,DESKTOP,4G,375,31,10,0,2,1,53,81,0.8963,0.9209,0,
txn_00026124,691.12,INR,UPI,ICICI,ECOMMERCE,13,6,TABLET,2G,478,31,6,0,1,0,641,548,0.925,0.9409,0,
txn_00026125,1298.74,INR,UPI,ICICI,ECOMMERCE,9,2,MOBILE,WIFI,999,67,22,0,4,0,216,214,0.9135,0.9147,0,
txn_00026126,642.36,INR,DEBIT_CARD,HDFC,TRAVEL,7,5,MOBILE,4G,213,20,1,0,3,0,127,95,0.9302,0.933,0,
txn_00026127,4602.89,INR,DEBIT_CARD,AXIS,UTILITIES,10,4,MOBILE,3G,209,17,2,0,1,1,265,297,0.9126,0.929,1,NETWORK_DROP
txn_00026128,746.05,INR,UPI,SBI,UTILITIES,7,1,MOBILE,5G,645,44,4,1,1,0,244,91,0.8803,0.9323,0,
txn_00026129,253.13,INR,UPI,ICICI,FOOD,17,2,MOBILE,4G,268,17,6,1,1,0,280,118,0.9427,0.9633,0,
txn_00026130,739.12,INR,DEBIT_CARD,ICICI,ENTERTAINMENT,19,3,MOBILE,5G,716,54,6,0,2,0,163,120,0.9323,0.9553,1,USER_AUTHENTICATION_ERROR
txn_00026131,2606.8,INR,UPI,ICICI,ECOMMERCE,12,1,MOBILE,5G,343,21,1,0,4,1,170,118,0.9358,0.9308,0,
txn_00026132,2206.78,INR,UPI,AXIS,ECOMMERCE,12,2,MOBILE,4G,97,12,1,0,1,1,157,178,0.8989,0.9661,0,
txn_00026133,692.2,INR,CREDIT_CARD,SBI,ECOMMERCE,20,4,MOBILE,3G,10,3,0,0,2,0,353,145,0.8779,0.9285,1,NETWORK_DROP
txn_00026134,1196.46,INR,UPI,HDFC,ECOMMERCE,10,1,MOBILE,5G,285,24,3,1,2,1,127,221,0.937,0.9152,1,BANK_DOWNTIME
txn_00026135,323.68,INR,DEBIT_CARD,SBI,UTILITIES,8,2,MOBILE,4G,677,54,10,3,1,0,179,95,0.8672,0.9636,1,NETWORK_DROP
txn_00026136,617.52,INR,UPI,ICICI,ECOMMERCE,15,6,MOBILE,4G,213,12,2,0,4,0,352,353,0.9283,0.898,0,
txn_00026137,1933.87,INR,UPI,HDFC,UTILITIES,17,3,MOBILE,4G,211,11,1,0,2,0,127,128,0.9449,0.9614,0,
txn_00026138,4703.72,INR,NET_BANKING,HDFC,HEALTHCARE,17,5,MOBILE,5G,592,41,2,0,3,1,179,66,0.95,0.9627,0,
txn_00026139,811.26,INR,NET_BANKING,ICICI,FOOD,18,2,MOBILE,4G,177,10,2,0,2,0,274,143,0.9037,0.9667,0,
txn_00026140,734.07,INR,UPI,SBI,UTILITIES,7,4,MOBILE,WIFI,562,29,6,2,2,1,243,120,0.8736,0.9555,0,
txn_00026141,4365.29,INR,CREDIT_CARD,ICICI,ECOMMERCE,13,4,MOBILE,4G,401,25,1,0,5,0,68,103,0.9176,0.9464,0,
txn_00026142,4547.11,INR,CREDIT_CARD,SBI,TRAVEL,10,2,MOBILE,4G,788,58,8,0,5,0,643,75,0.8808,0.9395,0,
txn_00026143,1429.49,INR,UPI,SBI,UTILITIES,19,3,MOBILE,3G,243,10,0,0,3,1,394,219,0.8916,0.9357,0,
txn_00026144,111.22,INR,DEBIT_CARD,AXIS,FOOD,20,5,DESKTOP,5G,347,22,3,3,3,1,290,120,0.9086,0.9442,0,
txn_00026145,1893.23,INR,DEBIT_CARD,AXIS,ECOMMERCE,11,5,MOBILE,5G,438,27,5,0,4,0,211,98,0.8892,0.9536,1,USER_AUTHENTICATION_ERROR
txn_00026146,1304.65,INR,DEBIT_CARD,SBI,UTILITIES,8,6,MOBILE,5G,34,0,0,0,5,0,47,95,0.8706,0.9683,1,NETWORK_DROP
txn_00026147,203.24,INR,DEBIT_CARD,HDFC,FOOD,10,1,MOBILE,4G,46,4,0,0,3,0,290,58,0.9275,0.9406,0,
txn_00026148,1005.55,INR,UPI,HDFC,ECOMMERCE,8,4,MOBILE,4G,671,43,4,4,2,1,119,320,0.9337,0.9515,0,
txn_00026149,855.09,INR,UPI,AXIS,UTILITIES,11,0,MOBILE,4G,360,22,3,0,4,0,338,134,0.9246,0.9595,1,GATEWAY_TIMEOUT
txn_00026150,99.0,INR,DEBIT_CARD,AXIS,UTILITIES,15,1,MOBILE,4G,167,16,1,2,3,0,210,87,0.9167,0.9574,1,USER_AUTHENTICATION_ERROR
txn_00026151,441.58,INR,DEBIT_CARD,HDFC,FOOD,22,0,MOBILE,5G,223,17,4,0,2,1,224,48,0.932,0.9362,0,
txn_00026152,1022.33,INR,CREDIT_CARD,SBI,ECOMMERCE,13,5,MOBILE,4G,108,6,1,2,1,1,247,196,0.8599,0.9617,0,
txn_00026153,1377.76,INR,UPI,ICICI,UTILITIES,10,3,DESKTOP,5G,230,12,2,0,3,1,129,244,0.922,0.9648,0,
txn_00026154,2002.58,INR,UPI,SBI,ECOMMERCE,9,3,DESKTOP,4G,55,7,1,0,4,0,340,59,0.8939,0.9668,0,
txn_00026155,144.8,INR,UPI,SBI,FOOD,9,3,TABLET,5G,151,10,1,0,4,0,466,359,0.9041,0.9271,1,USER_AUTHENTICATION_ERROR
txn_00026156,423.03,INR,UPI,SBI,FOOD,10,0,MOBILE,4G,269,22,2,0,3,0,395,289,0.8687,0.9242,0,
txn_00026157,367.93,INR,DEBIT_CARD,ICICI,FOOD,19,5,MOBILE,4G,304,13,2,0,1,0,73,58,0.9237,0.9409,0,
txn_00026158,1021.91,INR,UPI,HDFC,ENTERTAINMENT,7,5,MOBILE,WIFI,477,41,7,0,2,1,329,118,0.9418,0.9376,0,
txn_00026159,555.07,INR,DEBIT_CARD,SBI,ECOMMERCE,23,5,MOBILE,4G,234,23,1,1,1,0,768,432,0.8871,0.9321,0,
txn_00026160,660.18,INR,UPI,HDFC,ECOMMERCE,15,6,TABLET,4G,167,11,1,0,5,1,446,179,0.9395,0.9684,0,
txn_00026161,506.32,INR,UPI,HDFC,FOOD,15,5,MOBILE,WIFI,48,1,0,2,2,0,59,118,0.9335,0.9483,1,USER_AUTHENTICATION_ERROR
txn_00026162,145.87,INR,CREDIT_CARD,AXIS,FOOD,12,2,MOBILE,4G,284,14,1,0,5,0,228,90,0.9022,0.9482,0,
txn_00026163,2326.63,INR,CREDIT_CARD,ICICI,TRAVEL,18,1,MOBILE,5G,142,6,2,4,1,1,263,185,0.9314,0.9421,1,USER_AUTHENTICATION_ERROR
txn_00026164,390.56,INR,CREDIT_CARD,AXIS,ECOMMERCE,14,3,DESKTOP,WIFI,327,24,5,0,2,0,252,117,0.9039,0.9563,0,
txn_00026165,26912.99,INR,DEBIT_CARD,AXIS,TRAVEL,12,5,MOBILE,WIFI,870,51,8,0,1,0,281,170,0.9093,0.9459,0,
txn_00026166,2257.21,INR,UPI,ICICI,EDUCATION,11,1,MOBILE,WIFI,550,34,6,0,2,0,222,55,0.9126,0.9326,0,
